Date,Value
1956-04-11,99.7
1956-04-12,99.7
1956-04-13,99.7
1956-04-16,99.7
1956-04-17,99.7
1956-04-18,99.7
1956-04-19,99.7
1956-04-20,99.7
1956-04-23,99.7
1956-04-24,99.7
1956-04-25,99.7
1956-04-26,99.7
1956-04-27,99.7
1956-04-30,99.7
1956-05-01,98.2
1956-05-02,98.2
1956-05-03,98.2
1956-05-04,98.2
1956-05-07,98.2
1956-05-08,98.2
1956-05-09,98.2
1956-05-10,98.2
1956-05-11,98.2
1956-05-14,98.2
1956-05-15,98.2
1956-05-16,98.2
1956-05-17,98.2
1956-05-18,98.2
1956-05-21,98.2
1956-05-22,98.2
1956-05-23,98.2
1956-05-24,98.2
1956-05-25,98.2
1956-05-28,98.2
1956-05-29,98.2
1956-05-30,98.2
1956-05-31,98.2
1956-06-01,98.2
1956-06-04,98.2
1956-06-05,98.2
1956-06-06,98.2
1956-06-07,98.2
1956-06-08,98.2
1956-06-11,98.2
1956-06-12,98.2
1956-06-13,98.2
1956-06-14,98.2
1956-06-15,98.2
1956-06-18,98.2
1956-06-19,98.2
1956-06-20,98.2
1956-06-21,98.2
1956-06-22,98.2
1956-06-25,98.2
1956-06-26,98.2
1956-06-27,98.2
1956-06-28,98.2
1956-06-29,98.2
1956-07-02,98.2
1956-07-03,98.2
1956-07-04,98.2
1956-07-05,98.2
1956-07-06,98.2
1956-07-09,98.2
1956-07-10,98.2
1956-07-11,98.2
1956-07-12,98.2
1956-07-13,98.2
1956-07-16,98.2
1956-07-17,98.2
1956-07-18,98.2
1956-07-19,98.2
1956-07-20,98.2
1956-07-23,98.2
1956-07-24,98.2
1956-07-25,98.2
1956-07-26,98.2
1956-07-27,98.2
1956-07-30,98.2
1956-07-31,98.2
1956-08-01,99.9
1956-08-02,99.9
1956-08-03,99.9
1956-08-06,99.9
1956-08-07,99.9
1956-08-08,99.9
1956-08-09,99.9
1956-08-10,99.9
1956-08-13,99.9
1956-08-14,99.9
1956-08-15,99.9
1956-08-16,99.9
1956-08-17,99.9
1956-08-20,99.9
1956-08-21,99.9
1956-08-22,99.9
1956-08-23,99.9
1956-08-24,99.9
1956-08-27,99.9
1956-08-28,99.9
1956-08-29,99.9
1956-08-30,99.9
1956-08-31,99.9
1956-09-03,99.9
1956-09-04,99.9
1956-09-05,99.9
1956-09-06,99.9
1956-09-07,99.9
1956-09-10,99.9
1956-09-11,99.9
1956-09-12,99.9
1956-09-13,99.9
1956-09-14,99.9
1956-09-17,99.9
1956-09-18,99.9
1956-09-19,99.9
1956-09-20,99.9
1956-09-21,99.9
1956-09-24,99.9
1956-09-25,99.9
1956-09-26,99.9
1956-09-27,99.9
1956-09-28,99.9
1956-10-01,99.9
1956-10-02,99.9
